person	document_count	total_words	first_date	last_date	organization_diversity	family_diversity	process_diversity	collection_diversity	document_type_diversity	institutional_breadth_score	centrality_score	top_families	top_organizations	top_processes	top_collections	top_document_types	interpretation_note
В.К. Жарикова	1	879	1936-09-10T01:36:00	1936-09-10T01:36:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.Н. Гутман	1	1245	1936-05-09T00:10:00	1936-05-09T00:10:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Г.А. Татуловым	1	346	1937-02-07T19:41:08	1937-02-07T19:41:08	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	confrontation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Г.М. Сыроквашева	1	1582	1936-10-20T08:16:31	1936-10-20T08:16:31	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Г.Р. Николаева	1	2184	1936-10-10T00:36:00	1936-10-10T00:36:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Г.Ф. Федоровым	1	291	1935-01-02T20:00:00	1935-01-02T20:00:00	2	2	1	1	1	12	46	security_apparatus:1 | state_apparatus:1	ГУГБ:1 | Совнарком:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	confrontation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.А. Кондратьевой	1	249	1935-01-18T02:00:00	1935-01-18T02:00:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ВКП(б):1 | НКВД:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.Г. Соловьевой	1	948	1935-04-13T01:00:00	1935-04-13T01:00:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.М. Бочарова	1	1623	1936-04-26T02:28:00	1936-04-26T02:28:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.Г. Жестянникова	1	127	1934-12-24T03:00:00	1934-12-24T03:00:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.Д. Зорина	1	1798	1936-09-23T00:36:00	1936-09-23T00:36:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ВКП(б):1 | НКВД:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.И. Рыстика	1	1249	1936-11-16T15:47:24	1936-11-16T15:47:24	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.К. Гогуа	1	1554	1935-03-28T05:00:00	1935-03-28T05:00:00	2	2	1	1	1	12	46	security_apparatus:1 | state_apparatus:1	ГУГБ:1 | ЦИК СССР:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.М. Майского	1	223	1937-01-16T21:19:10	1937-01-16T21:19:10	2	2	1	1	1	12	46	party_apparatus:1 | state_apparatus:1	Политбюро:1 | НКИД:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	telegram:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.Ф. Серегина	1	1182	1936-07-08T11:49:00	1936-07-08T11:49:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ВКП(б):1 | НКВД:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
К.Е. Дубовского	1	1136	1935-03-13T02:00:00	1935-03-13T02:00:00	2	2	1	1	1	12	46	security_apparatus:1 | state_apparatus:1	ГУГБ:1 | Совнарком:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
К.К. Боштедта	1	699	1936-03-23T04:00:00	1936-03-23T04:00:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
К.Ф. Лебедева	1	403	1935-01-05T15:00:00	1935-01-05T15:00:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Л.И. Мадьяра	1	1196	1934-12-29T17:55:00	1934-12-29T17:55:00	2	2	1	1	1	12	46	party_apparatus:1 | international:1	ВКП(б):1 | Коминтерн:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	ДРУГИЕ ДОКУМЕНТЫ:1	session_transcript:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.В. Воротникова	1	1451	1936-10-11T01:36:00	1936-10-11T01:36:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.К. Мухановой	1	1473	1935-03-23T02:00:00	1935-03-23T02:00:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.П. Луковского	1	1040	1936-12-19T19:58:05	1936-12-19T19:58:05	2	2	1	1	1	12	46	security_apparatus:1 | state_apparatus:1	ГУГБ:1 | Совнарком:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.П. Прибыловского	1	2146	1937-02-17T11:41:56	1937-02-17T11:41:56	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ВКП(б):1 | НКВД:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	statement:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.Х. Орлова	1	1869	1936-10-21T21:43:32	1936-10-21T21:43:32	2	2	1	1	1	12	46	security_apparatus:1 | press_media:1	ГУГБ:1 | Правда:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.Е. Нилендера	1	2463	1936-04-12T08:20:00	1936-04-12T08:20:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.И. Мильгевского	1	1228	1936-05-03T00:10:00	1936-05-03T00:10:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.Н. Ванага	1	1083	1936-09-16T14:56:42	1936-09-16T14:56:42	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
С.А. Бабенко	1	1197	1936-11-10T20:46:36	1936-11-10T20:46:36	2	2	1	1	1	12	46	security_apparatus:1 | judicial_apparatus:1	ГУГБ:1 | Верховный Суд СССР:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
С.Л. Свирского	1	2134	1936-11-02T15:32:36	1936-11-02T15:32:36	2	2	1	1	1	12	46	party_apparatus:1 | judicial_apparatus:1	Верховный Суд СССР:1 | ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
С.Н. Седых	1	1610	1936-05-25T00:10:00	1936-05-25T00:10:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Ф.В. Медведева	1	2709	1936-11-03T10:36:39	1936-11-03T10:36:39	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Ф.П. Швальбе	1	1371	1936-08-23T13:18:58	1936-08-23T13:18:58	2	2	1	1	1	12	46	press_media:1 | party_apparatus:1	ВКП(б):1 | Известия:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Х.А. Лившиц	1	779	1937-01-24T21:18:54	1937-01-24T21:18:54	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ВКП(б):1 | НКВД:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Э.Р. Петерсон	1	1588	1936-09-06T01:36:00	1936-09-06T01:36:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Ю.Р. Закгейма	1	1015	1936-03-20T01:51:00	1936-03-20T01:51:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Я.В. Апушкина	1	820	1935-03-22T01:00:00	1935-03-22T01:00:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Я.М. Урановского	1	1742	1936-05-23T00:10:00	1936-05-23T00:10:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Я.Э. Стэна	1	1796	1936-09-23T04:36:00	1936-09-23T04:36:00	2	2	1	1	1	12	46	security_apparatus:1 | party_apparatus:1	ГУГБ:1 | ВКП(б):1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Л.И. Сосицким	2	426	1934-12-23T05:00:00	1934-12-23T06:00:00	2	1	2	1	1	11	45	security_apparatus:2	ГУГБ:2 | НКВД:2	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:1 | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	confrontation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Я.С. Розанова	5	4137	1936-01-09T00:04:00	1936-03-23T03:00:00	2	1	1	1	2	10	44	security_apparatus:1	ГУГБ:1 | НКВД:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:5	МАТЕРИАЛЫ СЛЕДСТВИЯ:5	testimony:4 | interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Р.А. Петерсона	2	1291	1935-05-10T21:54:55	1935-05-24T15:02:00	2	1	1	2	2	11	44	party_apparatus:2	ЦК ВКП(б):2 | ВКП(б):2	КРЕМЛЕВСКОЕ ДЕЛО:2	МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ:1 | ДРУГИЕ ДОКУМЕНТЫ:1	explanation:1 | statement:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.В. Рогачевой	2	683	1934-12-11T00:22:00	1934-12-12T07:20:51	3	1	1	1	1	10	42	security_apparatus:2	ГУГБ:2 | ОО ГУГБ НКВД:2 | НКВД:2	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.С. Мишаковой	2	481	1935-01-20T00:30:00	1935-01-20T02:00:00	2	1	1	1	2	10	41	security_apparatus:2	ГУГБ:2 | НКВД:1	КРЕМЛЕВСКОЕ ДЕЛО:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:1 | confrontation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.Б. Черномордику	2	432	1935-03-29T11:50:26	1935-03-29T12:05:36	2	1	1	1	2	10	41	international:1	Коминтерн:1 | ИККИ:1	КРЕМЛЕВСКОЕ ДЕЛО:2	Г.Б. СИНАНИ-СКАЛОВ:2	memo_note:1 | letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Я.Д. Лейбмана	2	1945	1936-10-15T21:51:56	1936-10-20T21:46:02	2	1	1	1	2	10	41	security_apparatus:2	ГУГБ:2 | НКВД:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	testimony:1 | interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.П. Удалова	1	922	1936-04-09T00:00:00	1936-04-09T00:00:00	3	1	1	1	1	10	41	security_apparatus:1	ГУГБ:1 | ОО ГУГБ НКВД:1 | НКВД:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.А. Ваганяна	1	222	1935-10-29T14:12:00	1935-10-29T14:12:00	3	1	1	1	1	10	41	party_apparatus:1	Политбюро:1 | ВКП(б):1 | ЦК ВКП(б):1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.Е. Цесарского	1	931	1935-10-17T18:33:00	1935-10-17T18:33:00	3	1	1	1	1	10	41	party_apparatus:1	Политбюро:1 | ВКП(б):1 | КПК:1	КРЕМЛЕВСКОЕ ДЕЛО:1	ДРУГИЕ ДОКУМЕНТЫ:1	letter:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.К. Клейна	1	769	1935-03-15T00:00:00	1935-03-15T00:00:00	3	1	1	1	1	10	41	security_apparatus:1	ГУГБ:1 | ОО ГУГБ НКВД:1 | НКВД:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Г.И. Миронова	1	336	1935-01-03T15:00:00	1935-01-03T15:00:00	3	1	1	1	1	10	41	security_apparatus:1	ГУГБ:1 | ОО ГУГБ НКВД:1 | НКВД:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	interrogation_protocol:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Д.С. Тайца	1	380	1935-02-19T10:39:33	1935-02-19T10:39:33	3	1	1	1	1	10	41	security_apparatus:1	ГУГБ:1 | ИНО ГУГБ:1 | НКВД:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	reference_note:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
М.И. Гая	1	380	1935-02-19T10:39:33	1935-02-19T10:39:33	3	1	1	1	1	10	41	security_apparatus:1	ГУГБ:1 | ИНО ГУГБ:1 | НКВД:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	reference_note:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.А. Виноградова	6	1479	1934-12-12T10:24:00	1935-01-05T12:00:00	1	1	1	1	2	9	40	party_apparatus:2	ВКП(б):2	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:6	МАТЕРИАЛЫ СЛЕДСТВИЯ:6	interrogation_protocol:4 | testimony:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
П.И. Бескиной	6	5852	1931-10-19T09:48:42	1937-03-21T21:33:21	1	1	1	1	2	9	40	press_media:1	Известия:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:6	ОЛЬБЕРГ:6	letter:5 | questionnaire_response:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.А. Царькова	5	1641	1934-12-17T04:00:00	1935-01-12T00:00:00	1	1	1	1	2	9	39	press_media:1	Правда:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:5	МАТЕРИАЛЫ СЛЕДСТВИЯ:5	interrogation_protocol:4 | statement:1	centrality_metrics_from_document_cooccurrence_not_biographical_claim
З.И. Пелевиной	3	2387	1935-10-16T12:39:00	1935-10-30T17:06:00	2	1	1	1	1	9	38	security_apparatus:1	ГУГБ:1 | НКВД:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	interrogation_protocol:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Н.П. Мясниковым	3	603	1934-12-18T10:00:00	1934-12-25T01:00:00	2	1	1	1	1	9	38	security_apparatus:3	ГУГБ:3 | НКВД:2	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	confrontation_protocol:3	centrality_metrics_from_document_cooccurrence_not_biographical_claim
А.А. Лаврентьева	2	723	1935-10-31T17:07:00	1935-11-01T17:08:00	2	1	1	1	1	9	37	security_apparatus:2	ГУГБ:2 | НКВД:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.А. Закамалдина	2	3067	1937-02-21T10:56:26	1937-02-26T12:50:33	2	1	1	1	1	9	37	security_apparatus:2	ГУГБ:2 | НКВД:2	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
В.В. Папкова	2	2487	1936-10-25T18:53:42	1936-11-15T14:40:11	2	1	1	1	1	9	37	security_apparatus:2	ГУГБ:2 | НКВД:2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Г.В. Соколовым	2	795	1934-12-18T07:00:00	1934-12-19T03:00:00	2	1	1	1	1	9	37	security_apparatus:2	ГУГБ:2 | НКВД:1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	confrontation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
Е.М. Рыбальченко	2	1805	1937-01-31T16:17:01	1937-02-02T16:20:42	2	1	1	1	1	9	37	security_apparatus:2	ГУГБ:2 | НКВД:2	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
И.Е. Коваленко	2	5798	1936-10-28T00:29:00	1936-10-31T00:29:00	2	1	1	1	1	9	37	security_apparatus:2	ГУГБ:2 | НКВД:2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	interrogation_protocol:2	centrality_metrics_from_document_cooccurrence_not_biographical_claim
